wavelength	Abs.
402	-0.059654286
403	-0.060333143
404	-0.060948429
405	-0.061419571
406	-0.061731
407	-0.061981429
408	-0.062334429
409	-0.062815286
410	-0.063322
411	-0.063801857
412	-0.064275286
413	-0.064759
414	-0.065253286
415	-0.065748714
416	-0.066215286
417	-0.066634
418	-0.067054143
419	-0.067531
420	-0.068023
421	-0.068454
422	-0.068809857
423	-0.069117857
424	-0.069422857
425	-0.069784143
426	-0.070177714
427	-0.070470571
428	-0.070636714
429	-0.070870857
430	-0.071297143
431	-0.071760571
432	-0.072108429
433	-0.072425857
434	-0.072834286
435	-0.073255857
436	-0.073546286
437	-0.07377
438	-0.074108
439	-0.074543143
440	-0.074883143
441	-0.075084429
442	-0.075306286
443	-0.075630429
444	-0.075969429
445	-0.076248
446	-0.076478571
447	-0.076695714
448	-0.076956571
449	-0.077304714
450	-0.077649
451	-0.077859714
452	-0.077970143
453	-0.078106
454	-0.078299143
455	-0.078499714
456	-0.078670714
457	-0.078796143
458	-0.078882286
459	-0.078975429
460	-0.079110857
461	-0.079288429
462	-0.079489857
463	-0.079653
464	-0.079726714
465	-0.079795857
466	-0.079980429
467	-0.080220143
468	-0.080362857
469	-0.080426714
470	-0.080568429
471	-0.080808286
472	-0.081001143
473	-0.081087714
474	-0.081172286
475	-0.081327286
476	-0.081500429
477	-0.081633286
478	-0.081713714
479	-0.081747286
480	-0.081781571
481	-0.081868429
482	-0.081953857
483	-0.081936143
484	-0.081849429
485	-0.081830143
486	-0.081914143
487	-0.082017286
488	-0.082097571
489	-0.082189143
490	-0.082309714
491	-0.082420143
492	-0.082483857
493	-0.082499714
494	-0.082479857
495	-0.082455143
496	-0.08246
497	-0.082485143
498	-0.082501571
499	-0.082522286
500	-0.082587714
501	-0.082667714
502	-0.082660571
503	-0.082554
504	-0.082477143
505	-0.082492571
506	-0.082487429
507	-0.082384
508	-0.082297429
509	-0.082340143
510	-0.082412857
511	-0.082375857
512	-0.082267429
513	-0.082199286
514	-0.082166143
515	-0.082085714
516	-0.081959571
517	-0.081868571
518	-0.081835429
519	-0.081796571
520	-0.081716571
521	-0.081628571
522	-0.081556571
523	-0.081474714
524	-0.081363571
525	-0.081272714
526	-0.081255429
527	-0.081261143
528	-0.081205286
529	-0.081095429
530	-0.080994714
531	-0.080926143
532	-0.080877857
533	-0.08082
534	-0.080704429
535	-0.080554429
536	-0.080524429
537	-0.080626286
538	-0.080456286
539	-0.079874
540	-0.080058143
541	-0.081776714
542	-0.081333286
543	-0.074307
544	-0.065124286
545	-0.062476286
546	-0.066105571
547	-0.068852143
548	-0.068920857
549	-0.070728857
550	-0.075655429
551	-0.079637571
552	-0.080093571
553	-0.079091714
554	-0.078723571
555	-0.078813714
556	-0.078788
557	-0.078567
558	-0.078264143
559	-0.078223571
560	-0.078793857
561	-0.07892
562	-0.076772143
563	-0.075234143
564	-0.081741
565	-0.095191429
566	-0.102066429
567	-0.096239286
568	-0.088775143
569	-0.088176429
570	-0.088737714
571	-0.084221143
572	-0.078171571
573	-0.076002857
574	-0.076859857
575	-0.077482286
576	-0.077167143
577	-0.076755429
578	-0.076656429
579	-0.076868286
580	-0.077009429
581	-0.076255143
582	-0.075198429
583	-0.077006286
584	-0.081055714
585	-0.076159143
586	-0.059921857
587	-0.070597
588	-0.139949286
589	-0.204594714
590	-0.180046714
591	-0.100768
592	-0.058606286
593	-0.066814571
594	-0.079773857
595	-0.078617
596	-0.074770143
597	-0.074794857
598	-0.075490571
599	-0.074574286
600	-0.073628857
601	-0.074039857
602	-0.074857857
603	-0.074938143
604	-0.074488
605	-0.074064
606	-0.073747571
607	-0.073416
608	-0.073061429
609	-0.072746143
610	-0.072464571
611	-0.072150857
612	-0.071804143
613	-0.071511857
614	-0.071299429
615	-0.071067714
616	-0.070759
617	-0.070468857
618	-0.070286429
619	-0.070169
620	-0.070045714
621	-0.069868
622	-0.069607571
623	-0.069344
624	-0.069204571
625	-0.069150857
626	-0.069019714
627	-0.068776571
628	-0.068530429
629	-0.068346571
630	-0.068211
631	-0.068098286
632	-0.067970857
633	-0.067802857
634	-0.067604429
635	-0.067396286
636	-0.067208571
637	-0.067065714
638	-0.066929143
639	-0.066741429
640	-0.066530714
641	-0.066379429
642	-0.066285143
643	-0.066172429
644	-0.066029
645	-0.065928
646	-0.065908286
647	-0.065933714
648	-0.065965
649	-0.065973571
650	-0.065950571
651	-0.065958286
652	-0.066042571
653	-0.066053429
654	-0.065801857
655	-0.065394286
656	-0.065079429
657	-0.064924571
658	-0.064860143
659	-0.064853571
660	-0.064913
661	-0.064986143
662	-0.064926286
663	-0.064677571
664	-0.064398857
665	-0.064207714
666	-0.064005857
667	-0.063694429
668	-0.063366857
669	-0.063147429
670	-0.062980286
671	-0.062747857
672	-0.062477714
673	-0.062281857
674	-0.062164429
675	-0.062038286
676	-0.061879286
677	-0.061741143
678	-0.061651143
679	-0.061586
680	-0.061512286
681	-0.061394143
682	-0.061222
683	-0.061090143
684	-0.061088714
685	-0.061156429
686	-0.061192143
687	-0.061170714
688	-0.061104571
689	-0.061026857
690	-0.060981429
691	-0.060989
692	-0.061044714
693	-0.061123286
694	-0.061172571
695	-0.061175
696	-0.061184714
697	-0.061245286
698	-0.061343286
699	-0.061453714
700	-0.061544714
701	-0.061590857
702	-0.06162
703	-0.061676
704	-0.061770714
705	-0.061897143
706	-0.062023286
707	-0.062100857
708	-0.062128143
709	-0.062155429
710	-0.062223857
711	-0.062353571
712	-0.062544286
713	-0.062752857
714	-0.062939
715	-0.063090286
716	-0.063208571
717	-0.063338
718	-0.063525143
719	-0.063757857
720	-0.063998
721	-0.064190571
722	-0.064277429
723	-0.064365714
724	-0.064689714
725	-0.065227714
726	-0.065652286
727	-0.065875714
728	-0.066234
729	-0.066933143
730	-0.067775857
731	-0.068564571
732	-0.069302571
