exp,influx_id,trt,ash,amend,phyto,biomass,composite_z,rate,val,sd,biomass2,flabel
PB15,15,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Division~(d^-1)),2.0351955237809944,0.4825525597282192,bold(Biomass~index~'<'~-1),7
PB15,15,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Grazing~(d^-1)),1.0207577307673148,0.48255255972821914,bold(Biomass~index~'<'~-1),8
PB15,15,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-3.2944146828558716,bold(Accumulation~(d^-1)),1.0144377930136796,0,bold(Biomass~index~'<'~-1),9
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),0.4265740713183996,0,bold(Biomass~index~'<'~-1),1
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),0,0,bold(Biomass~index~'<'~-1),2
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),0.4265740713183996,0,bold(Biomass~index~'<'~-1),3
PB16,16,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),1.0677158043380657,0.2553843285452816,bold(Biomass~index~'<'~-1),1
PB16,16,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),0.6319453467345723,0.2553843285452816,bold(Biomass~index~'<'~-1),2
PB16,16,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),0.4357704576034934,6.409875621278546e-17,bold(Biomass~index~'<'~-1),3
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),0.2840257612486704,0,bold(Biomass~index~'<'~-1),4
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),0,0,bold(Biomass~index~'<'~-1),5
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),0.2840257612486704,0,bold(Biomass~index~'<'~-1),6
PB16,16,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),1.28564116212069,0.45619716849411146,bold(Biomass~index~'<'~-1),4
PB16,16,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),1.1208487543234407,0.45619716849411146,bold(Biomass~index~'<'~-1),5
PB16,16,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),0.16479240779724935,0,bold(Biomass~index~'<'~-1),6
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),1.0279267200043547,0.20281281287889585,bold(Biomass~index~'<'~-1),7
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),0.27762112560446084,0.20281281287889585,bold(Biomass~index~'<'~-1),8
PB16,16,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),0.750305594399894,0,bold(Biomass~index~'<'~-1),9
PB16,16,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Division~(d^-1)),1.582879927976198,0.1452392501467173,bold(Biomass~index~'<'~-1),7
PB16,16,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Grazing~(d^-1)),0.5718656986260742,0.14523925014671726,bold(Biomass~index~'<'~-1),8
PB16,16,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-5.6329711894272725,bold(Accumulation~(d^-1)),1.0110142293501239,0,bold(Biomass~index~'<'~-1),9
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.068294307254872,0.1055964576392232,bold(Biomass~index~'<'~-1),1
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),0.625557804349476,0.10559645763922328,bold(Biomass~index~'<'~-1),2
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),0.44273650290539607,6.798699777552591e-17,bold(Biomass~index~'<'~-1),3
P17,17,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.4197822777994922,0.2504607037204953,bold(Biomass~index~'<'~-1),1
P17,17,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),1.2134031526335354,0.2504607037204953,bold(Biomass~index~'<'~-1),2
P17,17,Control,Control,Control,italic(Synechococcus),bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),0.20637912516595683,5.551115123125783e-17,bold(Biomass~index~'<'~-1),3
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.1185110725837288,0.13252237477622897,bold(Biomass~index~'<'~-1),4
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),0.5378664723684814,0.13252237477622897,bold(Biomass~index~'<'~-1),5
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),0.5806446002152476,1.3597399555105182e-16,bold(Biomass~index~'<'~-1),6
P17,17,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.6016500435969034,0.29715855905606403,bold(Biomass~index~'<'~-1),4
P17,17,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),1.4193284868029488,0.29715855905606403,bold(Biomass~index~'<'~-1),5
P17,17,Control,Control,Control,Picoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),0.18232155679395468,0,bold(Biomass~index~'<'~-1),6
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.7424991170581547,0.19540661901140877,bold(Biomass~index~'<'~-1),7
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),0.6126342848859405,0.19540661901140882,bold(Biomass~index~'<'~-1),8
P17,17,Thomas Fire Ash,Thomas Fire Ash,Ash leachate,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),1.1298648321722142,0,bold(Biomass~index~'<'~-1),9
P17,17,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Division~(d^-1)),1.6604251363281886,0.48620512605635324,bold(Biomass~index~'<'~-1),7
P17,17,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Grazing~(d^-1)),1.1994713426023709,0.4862051260563533,bold(Biomass~index~'<'~-1),8
P17,17,Control,Control,Control,Nanoeukaryotes,bold(Lower~biomass~index),-1.8566058012636024,bold(Accumulation~(d^-1)),0.4609537937258176,9.064933036736789e-17,bold(Biomass~index~'<'~-1),9
